date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:14:54	15059/15059	U-----	200	untouched ('')	image/jpeg	etag:%22191340d4-3ad3-79e32e40%22	http://www.kawashima-pack.co.jp/gw-top/attodetl.files/GW-4KMC_index.jpg	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/gw-top/attodetl.files/GW-4KMC_index.jpg	(from http://www.kawashima-pack.co.jp/gw-top/gw-top.html)
09:14:54	11879/11879	U-----	200	untouched ('OK')	text/html	etag:%22191340da-2e67-7a9a4940%22	http://www.kawashima-pack.co.jp/gw-top-at/GW-4KMC.html	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/gw-top-at/GW-4KMC.html	(from http://www.kawashima-pack.co.jp/gw-top/gw-top.html)
09:14:54	4206/4206	U-----	200	untouched ('')	image/jpeg	etag:%22191340d5-106e-79e32e40%22	http://www.kawashima-pack.co.jp/gw-top/attodetl.files/KXG4000_index.jpg	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/gw-top/attodetl.files/KXG4000_index.jpg	(from http://www.kawashima-pack.co.jp/gw-top/gw-top.html)
09:14:54	43/43	U-----	200	untouched ('')	image/gif	etag:%2219134062-2b-65346180%22	http://www.kawashima-pack.co.jp/dan-top/attodetl.files/logo.gif	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/dan-top/attodetl.files/logo.gif	(from http://www.kawashima-pack.co.jp/dan-top/dan-top.html)
09:14:55	8448/8448	U-----	200	untouched ('OK')	text/html	etag:%22191340db-2100-7aa98b80%22	http://www.kawashima-pack.co.jp/gw-top-at/KXG-4000.html	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/gw-top-at/KXG-4000.html	(from http://www.kawashima-pack.co.jp/gw-top/gw-top.html)
09:14:55	1782/1782	U-----	200	untouched ('')	image/gif	etag:%221913405d-6f6-6515dd00%22	http://www.kawashima-pack.co.jp/dan-top/attodetl.files/form.gif	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/dan-top/attodetl.files/form.gif	(from http://www.kawashima-pack.co.jp/dan-top/dan-top.html)
09:14:55	14341/14341	U-----	200	untouched ('')	image/jpeg	etag:%221913405f-3805-65251f40%22	http://www.kawashima-pack.co.jp/dan-top/attodetl.files/KBC-900_index.jpg	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/dan-top/attodetl.files/KBC-900_index.jpg	(from http://www.kawashima-pack.co.jp/dan-top/dan-top.html)
09:14:55	6165/6165	U-----	200	untouched ('OK')	text/html	etag:%2219134066-1815-6543a3c0%22	http://www.kawashima-pack.co.jp/dan-top-at/KBC-900.html	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/dan-top-at/KBC-900.html	(from http://www.kawashima-pack.co.jp/dan-top/dan-top.html)
09:14:56	8754/8754	U-----	200	untouched ('OK')	text/html	etag:%2219134067-2232-6543a3c0%22	http://www.kawashima-pack.co.jp/dan-top-at/KBC-92.html	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/dan-top-at/KBC-92.html	(from http://www.kawashima-pack.co.jp/dan-top/dan-top.html)
09:14:56	3529/3529	U-----	200	untouched ('')	image/jpeg	etag:%2219134060-dc9-65251f40%22	http://www.kawashima-pack.co.jp/dan-top/attodetl.files/KBC-92_index.jpg	G:/Kyoto/Kawashima/Kawashima/www.kawashima-pack.co.jp/dan-top/attodetl.files/KBC-92_index.jpg	(from http://www.kawashima-pack.co.jp/dan-top/dan-top.html)
